採否	語	content	一致	落とした理由
除外	転送	情報	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	軽トラ	金銭	1/2	票が 1 件だけ
採用	軽度	健康	5/6	
除外	軽微	健康	2/2	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	軽減	健康	10/39	動作を指す名詞（サ変可能）; 首位の占有率 26% が閾値未満
除外	軽自動車	金銭	1/2	票が 1 件だけ
除外	軽視	仕事	3/5	動作を指す名詞（サ変可能）
除外	輝き	住居	1/1	票が 1 件だけ
除外	輝度	情報	1/1	票が 1 件だけ
除外	輪郭	情報	1/1	票が 1 件だけ
除外	輸入	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	輸入国	金銭	1/1	票が 1 件だけ
除外	輸入量	金銭	1/1	票が 1 件だけ
除外	輸出	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	輸出入	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	輸出額	金銭	1/1	票が 1 件だけ
除外	輸送	交通	5/12	動作を指す名詞（サ変可能）; 首位の占有率 42% が閾値未満
除外	輸送業	交通	1/1	票が 1 件だけ
除外	辛味	食事	1/1	票が 1 件だけ
除外	辞書	学習	1/1	票が 1 件だけ
除外	農園	食事	1/1	票が 1 件だけ
採用	農家	自然	3/3	
除外	農業	自然	1/1	票が 1 件だけ
除外	農産物	交通	1/1	票が 1 件だけ
除外	農薬	食事	1/1	票が 1 件だけ
除外	辺り	法制度	2/7	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ; 首位の占有率 29% が閾値未満
除外	迂回	交通	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	近似	情報	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	近年	学習	3/15	品詞から取れる（副詞可能 → #時間）; 首位の占有率 20% が閾値未満
除外	近所	学習	1/1	票が 1 件だけ
除外	近接	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	近縁	自然	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	近隣	移動	1/1	票が 1 件だけ
除外	返信	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	返却	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	返済	金銭	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	迷惑	交通	3/3	動作を指す名詞（サ変形状詞可能）
除外	追加	交通	5/23	動作を指す名詞（サ変可能）; 首位の占有率 22% が閾値未満
除外	追求	金銭	1/6	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 17% が閾値未満
除外	追跡	情報	3/8	動作を指す名詞（サ変可能）; 首位の占有率 38% が閾値未満
除外	退去時	法制度	1/2	票が 1 件だけ
除外	退職	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	退職後	仕事	1/2	票が 1 件だけ
除外	退職金	法制度	1/2	票が 1 件だけ
除外	送付	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	送信	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	送受信	情報	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	送料	金銭	1/1	票が 1 件だけ
除外	逃走	法制度	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	逆効果	自然	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	逆転	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	透明化	仕事	1/1	票が 1 件だけ
除外	透明性	情報	4/11	首位の占有率 36% が閾値未満
除外	透明感	食事	1/1	票が 1 件だけ
除外	透過	学習	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	透過率	学習	1/1	票が 1 件だけ
除外	途上	自然	1/3	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	途上国	自然	1/1	票が 1 件だけ
除外	途中	交通	1/1	品詞から取れる（副詞可能 → #時間）; 票が 1 件だけ
除外	通し	交通	1/1	名詞でない（動詞）; 票が 1 件だけ
除外	通り	健康	18/93	品詞から取れる（助数詞可能 → #数量）; 首位の占有率 19% が閾値未満
除外	通信	情報	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	通信教育	情報	1/2	票が 1 件だけ
除外	通信費	金銭	1/1	票が 1 件だけ
除外	通信速度	情報	1/1	票が 1 件だけ
除外	通勤	交通	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	通常	健康	6/31	品詞から取れる（副詞可能 → #時間）; 首位の占有率 19% が閾値未満
除外	通気性	健康	1/1	票が 1 件だけ
除外	通知	法制度	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	通知書	法制度	1/1	票が 1 件だけ
除外	通話	健康	1/5	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 20% が閾値未満
除外	通過	自然	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	速さ	自然	1/1	票が 1 件だけ
除外	速度	交通	6/25	首位の占有率 24% が閾値未満
除外	造り	自然	1/1	票が 1 件だけ
除外	造影	健康	3/3	動作を指す名詞（サ変可能）
採用	造影剤	健康	4/5	
除外	連中	交通	1/1	票が 1 件だけ
除外	連動	仕事	1/4	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 25% が閾値未満
除外	連動型	仕事	1/1	票が 1 件だけ
除外	連想	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	連携	仕事	11/60	動作を指す名詞（サ変可能）; 首位の占有率 18% が閾値未満
除外	連発	仕事	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	連立	学習	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	連絡	健康	4/19	動作を指す名詞（サ変可能）; 首位の占有率 21% が閾値未満
除外	連絡先	法制度	2/4	票が 2 件だけ
除外	連続	学習	1/2	動作を指す名詞（サ変形状詞可能）; 票が 1 件だけ
除外	連鎖	状態	2/6	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	連鎖的	自然	1/2	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	逮捕	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	週休	仕事	1/1	票が 1 件だけ
除外	週末	家族	2/6	品詞から取れる（副詞可能 → #時間）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	週間	法制度	3/8	品詞から取れる（助数詞可能 → #数量）; 首位の占有率 38% が閾値未満
除外	進め方	法制度	1/2	票が 1 件だけ
除外	進化	自然	3/8	動作を指す名詞（サ変可能）; 首位の占有率 38% が閾値未満
除外	進捗	仕事	3/7	動作を指す名詞（サ変可能）; 首位の占有率 43% が閾値未満
採用	進捗状況	仕事	7/12	
除外	進歩	金銭	2/7	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 29% が閾値未満
除外	進行	自然	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	進行状況	法制度	1/1	票が 1 件だけ
除外	進路	自然	1/2	票が 1 件だけ
除外	逸脱	失敗	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	遂行	健康	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	遅く	家族	1/1	名詞でない（形容詞）; 票が 1 件だけ
除外	遅れ	学習	1/2	票が 1 件だけ
除外	遅延	交通	5/12	動作を指す名詞（サ変可能）; 首位の占有率 42% が閾値未満
除外	遊び	学習	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	運動	健康	12/30	動作を指す名詞（サ変可能）; 首位の占有率 40% が閾値未満
除外	運動会	学習	1/1	票が 1 件だけ
除外	運動量	学習	1/1	票が 1 件だけ
除外	運営	金銭	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	運用	情報	4/13	動作を指す名詞（サ変可能）; 首位の占有率 31% が閾値未満
採用	運用方法	仕事	4/4	
除外	運行	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	運行状況	交通	1/1	票が 1 件だけ
除外	運転	交通	7/9	動作を指す名詞（サ変可能）
除外	運転免許	交通	2/3	票が 2 件だけ
除外	運転免許証	法制度	2/3	票が 2 件だけ
除外	運転士	交通	2/2	票が 2 件だけ
採用	運転者	交通	3/5	
除外	運送	交通	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	運送業	交通	1/1	票が 1 件だけ
除外	過剰	健康	10/33	性質を指す名詞（形状詞可能）; 首位の占有率 30% が閾値未満
除外	過剰摂取	食事	1/1	票が 1 件だけ
除外	過去	健康	7/33	品詞から取れる（副詞可能 → #時間）; 首位の占有率 21% が閾値未満
採用	過去問	学習	3/3	
除外	過多	情報	1/3	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	過大	金銭	1/3	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	過失	法制度	2/7	票が 2 件だけ; 首位の占有率 29% が閾値未満
除外	過小	移動	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
除外	過払い	金銭	2/3	票が 2 件だけ
除外	過敏	健康	2/3	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	過熱	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	過程	自然	7/19	首位の占有率 37% が閾値未満
除外	過言	健康	1/2	票が 1 件だけ
除外	道具	自然	1/2	票が 1 件だけ
除外	道徳的	法制度	1/1	性質を指す名詞（形状詞可能）; 票が 1 件だけ
採用	道路	交通	3/6	
除外	道路交通法	交通	1/1	票が 1 件だけ
除外	達成	仕事	5/12	動作を指す名詞（サ変可能）; 首位の占有率 42% が閾値未満
除外	達成度	仕事	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	達成感	健康	1/2	票が 1 件だけ
除外	達成率	仕事	1/1	票が 1 件だけ
除外	達成目標	情報	1/1	票が 1 件だけ
除外	違い	情報	8/45	首位の占有率 18% が閾値未満
除外	違反	交通	2/7	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 29% が閾値未満
除外	違和感	仕事	1/1	票が 1 件だけ
除外	違法	法制度	2/4	性質を指す名詞（形状詞可能）; 票が 2 件だけ
除外	違約金	法制度	1/2	票が 1 件だけ
除外	遠回し	仕事	1/1	票が 1 件だけ
除外	遠慮	仕事	3/11	動作を指す名詞（サ変可能）; 首位の占有率 27% が閾値未満
除外	遠隔地	家族	1/1	票が 1 件だけ
除外	適合	健康	2/6	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	適応	学習	3/10	動作を指す名詞（サ変可能）; 首位の占有率 30% が閾値未満
除外	適応力	仕事	1/1	票が 1 件だけ
除外	適応性	健康	1/1	票が 1 件だけ
除外	適応能力	自然	1/1	票が 1 件だけ
除外	適性	法制度	1/2	票が 1 件だけ
除外	適性検査	法制度	1/2	票が 1 件だけ
除外	適用	仕事	3/14	動作を指す名詞（サ変可能）; 首位の占有率 21% が閾値未満
除外	遭遇	健康	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	遮光	住居	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	遮断	健康	2/3	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	遮蔽	自然	2/4	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	遵守	仕事	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	遷移	学習	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	選び	情報	2/12	票が 2 件だけ; 首位の占有率 17% が閾値未満
除外	選び方	情報	1/1	票が 1 件だけ
除外	選定	交通	2/12	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 17% が閾値未満
除外	選手	健康	1/2	票が 1 件だけ
除外	選択	健康	10/41	動作を指す名詞（サ変可能）; 首位の占有率 24% が閾値未満
除外	選択的	健康	1/2	票が 1 件だけ
除外	選択肢	健康	12/32	首位の占有率 38% が閾値未満
除外	選考	仕事	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	遺伝	健康	4/9	動作を指す名詞（サ変可能）; 首位の占有率 44% が閾値未満
除外	遺伝子	健康	8/18	首位の占有率 44% が閾値未満
採用	遺伝性	健康	3/4	
除外	遺体	法制度	1/1	票が 1 件だけ
除外	遺品	法制度	1/1	票が 1 件だけ
除外	遺失	金銭	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	遺族	法制度	1/1	票が 1 件だけ
除外	遺産	家族	1/2	票が 1 件だけ
除外	遺留	金銭	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	遺留分	金銭	1/2	票が 1 件だけ
除外	遺言	法制度	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	避難	自然	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	還付	金銭	2/2	動作を指す名詞（サ変可能）; 票が 2 件だけ
除外	還元	金銭	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	邪気	健康	1/1	票が 1 件だけ
除外	邪魔	家族	1/1	動作を指す名詞（サ変形状詞可能）; 票が 1 件だけ
除外	邸宅	住居	1/1	票が 1 件だけ
除外	郊外	移動	1/1	票が 1 件だけ
採用	部位	身体	6/10	
除外	部分	学習	9/59	首位の占有率 15% が閾値未満
除外	部分的	食事	1/3	性質を指す名詞（形状詞可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
採用	部品	交通	3/4	
除外	部屋	交通	1/2	票が 1 件だけ
除外	部材	住居	1/1	票が 1 件だけ
除外	部活	学習	2/2	票が 2 件だけ
採用	部署	法制度	3/6	
除外	部門	仕事	2/3	票が 2 件だけ
除外	郵送	法制度	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	都会	家族	1/1	票が 1 件だけ
除外	都内	健康	1/1	票が 1 件だけ
除外	都合	法制度	2/4	票が 2 件だけ
除外	都市	法制度	2/5	票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	都市圏	移動	1/1	票が 1 件だけ
除外	都市部	交通	2/6	票が 2 件だけ; 首位の占有率 33% が閾値未満
除外	都心	家族	1/1	票が 1 件だけ
除外	配信	情報	1/1	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	配偶者	金銭	1/3	票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	配分	金銭	2/9	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 22% が閾値未満
除外	配列	自然	3/5	動作を指す名詞（サ変可能）
除外	配合	食事	2/5	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 40% が閾値未満
除外	配属先	法制度	1/1	票が 1 件だけ
除外	配当	金銭	1/2	動作を指す名詞（サ変可能）; 票が 1 件だけ
除外	配慮	健康	5/17	動作を指す名詞（サ変可能）; 首位の占有率 29% が閾値未満
除外	配線	情報	1/3	動作を指す名詞（サ変可能）; 票が 1 件だけ; 首位の占有率 33% が閾値未満
除外	配置	住居	2/11	動作を指す名詞（サ変可能）; 票が 2 件だけ; 首位の占有率 18% が閾値未満
除外	配置転換	仕事	1/1	票が 1 件だけ
除外	配賦	金銭	1/1	票が 1 件だけ
除外	配送	交通	3/3	動作を指す名詞（サ変可能）
